algorithm,dataset,attack,evaluations,indicator,value,dir
cars,cifar10,FGSM,480,r2,0.17000124420795976,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,480,hv_2obj,47.965691410310264,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,520,hv,142364.14727224654,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,520,r2,0.1696202503116528,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,520,hv_2obj,48.02917107429845,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,560,hv,142615.92432299108,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,560,r2,0.16913520660329404,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,560,hv_2obj,48.11412328928073,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,600,hv,143281.92912693083,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,600,r2,0.16859818826083242,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,600,hv_2obj,48.218754657965505,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,640,hv,143713.60637318593,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,640,r2,0.167793126553213,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,640,hv_2obj,48.36567138722291,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,680,hv,143792.20348499503,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,680,r2,0.16761723667325076,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
